FIPS,EP_POV150,EP_UNEMP,EP_NOHSDP,EP_NOVEH,EP_LIMENG,EP_MINRTY
25021403502,2.9,4.8,3.9,3.5,2.2,19.9
25021404100,7.7,1.6,2.2,3.8,2.1,30.0
25021404201,3.7,2.2,2.4,6.2,0.6,16.8
25021404202,3.3,5.2,2.0,4.5,2.7,30.2
25021404301,3.1,1.2,0.4,1.0,1.5,21.2
25021404302,5.1,8.9,2.4,5.5,2.1,32.3
25021404400,9.4,5.2,1.1,6.0,1.9,27.6
25021405100,2.3,9.0,1.7,1.6,1.0,23.3
25021406101,6.7,3.7,2.6,4.1,0.0,8.0
25021406102,7.1,5.4,2.3,1.5,0.0,18.9
25021407101,4.2,1.8,6.2,1.8,0.8,11.5
25021407102,8.2,4.8,0.5,1.4,1.4,9.3
25021408102,8.2,4.2,1.9,7.1,0.7,20.6
25021408103,7.2,2.1,2.7,5.1,0.0,12.2
25021408104,9.4,2.5,5.8,2.1,4.5,14.7
25021409101,1.4,6.7,9.0,0.0,0.9,19.6
25021409102,3.3,2.4,2.1,1.4,0.0,12.9
25021410100,12.0,4.6,3.9,3.3,2.9,23.0
25021410300,19.0,11.8,2.0,1.1,1.5,14.7
25021410400,14.3,2.0,2.2,3.1,1.0,17.4
25021411101,4.4,4.6,2.9,9.6,4.6,16.1
25021411102,3.1,1.6,1.5,3.8,0.0,7.2
25021411200,6.6,4.7,6.0,3.9,3.2,22.3
25021411301,5.0,6.2,4.6,4.7,0.7,13.8
25021411302,17.4,6.2,2.1,1.7,0.5,14.9
25021412100,7.3,2.7,4.7,2.9,1.1,27.0
25021412200,3.8,2.2,2.6,6.5,0.9,11.3
25021412300,9.4,3.2,2.5,2.3,0.2,23.8
25021413100,16.5,5.7,11.3,5.0,6.2,24.2
25021413201,22.5,3.5,6.4,13.8,1.1,14.6
25021413202,2.9,4.9,5.8,7.4,0.0,13.1
25021413300,9.4,2.8,1.1,3.7,1.9,17.4
25021413401,7.0,3.4,3.2,18.0,0.3,17.8
25021413402,8.8,2.7,4.1,5.1,2.9,44.2
25021413500,23.6,2.7,12.7,5.8,14.3,44.7
25021414100,1.3,4.1,1.4,0.6,0.0,38.6
25021414200,0.6,3.3,2.7,1.0,2.2,32.9
25021414300,5.1,2.0,1.5,5.3,3.7,23.4
25021415101,4.8,1.6,1.7,5.0,1.7,26.4
25021415103,7.8,5.7,6.0,0.5,2.5,27.0
25021415104,4.5,2.4,3.3,8.0,2.5,15.1
25021415201,10.6,11.5,5.6,11.8,4.8,45.1
25021415202,11.3,16.2,2.1,8.4,0.9,25.4
25021415300,3.8,2.3,3.4,7.4,0.4,20.0
25021416101,5.9,2.4,4.2,3.7,0.4,18.2
25021416102,3.8,6.3,3.3,6.5,1.4,29.3
25021416200,12.1,2.3,4.7,12.7,1.6,59.7
25021416300,6.8,5.4,4.0,3.7,1.7,30.2
25021416400,4.7,3.7,4.3,1.1,0.6,10.2
25021417100,10.0,2.8,12.5,9.3,8.7,34.4
25021417201,17.5,4.0,12.4,11.9,20.0,68.9
25021417202,10.9,5.5,16.5,7.9,15.2,49.8
25021417300,9.5,2.7,4.5,11.4,4.9,23.3
25021417400,4.5,1.8,6.1,11.2,1.0,19.7
25021417501,14.7,4.8,16.6,6.6,19.4,50.4
25021417502,16.2,2.5,21.0,21.3,15.4,57.7
25021417601,12.9,11.0,11.8,16.0,12.7,44.5
25021417602,21.7,7.5,13.5,15.6,9.6,44.3
25021417702,14.3,5.0,4.9,6.0,5.6,19.9
25021417703,30.4,15.0,10.7,40.9,9.0,40.4
25021417704,11.6,2.8,6.8,16.7,5.4,32.4
25021417801,14.0,5.3,1.9,3.5,5.8,22.5
25021417802,51.8,12.7,25.6,33.0,15.8,55.4
25021417901,19.6,10.9,12.8,17.1,10.2,42.0
25021417902,16.8,2.0,15.1,19.7,8.1,42.5
25021418002,12.8,9.3,6.0,7.5,6.8,49.2
25021418003,17.0,3.8,2.1,8.6,7.0,48.1
25021418004,27.9,8.4,14.6,15.1,21.2,52.7
25021418101,15.5,4.4,4.5,21.2,3.8,37.1
25021418102,13.1,12.1,9.9,14.5,9.5,51.4
25021418201,27.6,11.3,6.3,11.9,8.9,56.0
25021419100,6.7,3.3,5.6,1.6,2.4,30.3
25021419200,10.1,5.3,6.7,12.0,4.1,25.9
25021419300,14.7,2.5,10.2,8.5,4.4,33.3
25021419400,11.2,0.7,14.8,23.5,17.7,37.0
25021419500,6.0,2.8,5.5,7.1,3.4,38.1
25021419601,13.4,4.2,0.0,0.0,8.4,23.7
25021419602,11.9,7.6,3.3,4.8,3.4,24.1
25021419700,6.6,3.0,4.4,7.5,4.0,33.3
25021419800,10.1,3.3,9.0,8.7,4.5,27.3
25021420101,11.5,7.4,10.9,10.9,5.9,59.3
25021420102,17.3,6.7,23.5,8.0,10.1,72.0
25021420201,8.8,3.3,15.5,11.2,6.4,67.9
25021420202,18.4,8.7,9.6,9.0,8.2,71.4
25021420301,12.4,8.1,13.6,7.1,9.4,82.8
25021420302,11.6,11.3,13.4,8.7,8.9,71.4
25021421100,20.1,1.3,5.6,6.9,0.0,27.9
25021421200,7.7,6.0,9.4,2.2,3.5,26.2
25021422100,5.4,2.4,4.6,3.1,1.6,11.4
25021422201,8.0,1.3,5.2,1.4,10.2,21.9
25021422202,13.6,5.9,4.7,9.4,5.7,22.6
25021422301,7.1,6.0,3.8,6.2,2.1,12.4
25021422303,12.2,7.7,6.2,6.5,5.7,22.9
25021422304,8.1,4.3,3.5,5.6,0.0,10.3
25021422401,18.8,12.5,10.5,8.6,7.0,24.9
25021422402,7.2,5.2,4.6,6.3,0.9,12.7
25021422501,10.1,2.5,3.5,7.1,0.9,28.9
25021422502,27.8,3.4,11.7,11.9,2.6,30.5
25021422600,8.1,3.0,3.3,4.1,2.0,19.4
25021422700,8.9,4.7,8.6,7.4,2.9,21.4
25021422800,6.8,3.7,2.9,1.3,0.7,9.7
25021423101,9.6,3.1,0.5,3.2,1.3,9.0
25021423102,4.1,4.5,4.3,7.5,0.0,5.8
25021440101,15.9,7.7,6.0,4.7,3.3,17.9
25021440102,4.3,8.1,0.3,5.1,0.0,23.4
25021441202,4.1,2.0,1.3,2.9,0.4,8.1
25021441203,8.0,8.8,2.6,6.9,0.8,14.6
25021441204,5.4,6.8,5.8,1.6,0.2,4.1
25021442101,5.4,3.9,0.7,2.1,0.2,14.2
25021442103,3.0,6.1,2.5,0.8,1.4,12.4
25021442104,7.6,1.2,3.1,0.0,1.4,17.5
25021442105,6.9,3.4,9.3,2.9,2.0,22.0
25021442201,5.8,4.4,0.9,2.9,0.5,7.6
25021442203,13.7,4.4,3.0,10.6,1.0,10.8
25021442204,10.4,13.7,3.1,5.6,1.6,14.0
25021443103,7.7,7.1,7.1,2.4,0.0,14.5
25021443104,8.5,7.6,2.1,1.2,1.2,3.6
25021443105,17.8,4.5,2.7,5.3,14.0,21.4
25021443106,1.2,8.5,3.2,1.6,0.2,27.5
25021456101,1.7,1.2,4.4,4.1,3.4,35.0
25021456102,14.7,6.3,12.6,3.8,5.5,29.7
25021456200,5.3,6.0,7.8,7.0,3.3,45.4
25021456301,23.6,5.6,9.6,9.4,9.6,37.8
25021456302,32.0,6.0,9.3,11.1,2.5,49.1
25021456401,9.5,2.6,13.7,6.7,5.0,32.6
25021456402,8.2,4.8,8.0,0.3,4.1,29.5
25021457100,7.1,3.4,8.2,2.7,2.5,32.5
25021457200,1.2,5.8,2.4,8.9,1.6,25.6
25021980000,,,,,,
25023500101,7.5,4.5,1.3,3.7,0.3,7.8
25023500103,6.2,5.2,1.6,4.1,0.3,5.7
25023500104,6.8,2.5,3.6,1.5,0.0,2.0
25023501101,7.3,4.7,1.3,7.2,1.1,7.5
25023501102,4.6,2.8,3.5,4.6,1.4,10.4
25023501201,1.6,4.9,0.4,0.0,0.2,3.1
25023501203,2.4,3.9,1.0,5.1,0.0,3.6
25023501204,5.5,3.5,0.6,11.0,0.0,6.9
25023502101,13.7,4.2,8.1,2.2,1.6,17.6
25023502102,10.1,3.0,4.6,5.5,0.4,10.3
25023502200,13.1,5.4,3.3,6.9,1.0,12.6
25023503101,6.3,7.7,3.0,6.4,0.4,7.2
25023503102,7.6,5.2,3.0,5.3,1.0,7.2
25023504101,5.1,2.2,2.7,2.1,0.8,8.6
25023504102,5.3,1.6,1.6,1.5,0.6,10.6
25023505102,6.3,4.7,0.3,0.4,0.0,8.2
25023505103,4.8,2.0,0.4,2.4,0.0,6.3
25023505104,9.3,2.3,0.7,2.7,0.0,4.2
25023505201,8.2,3.5,3.6,1.9,2.6,14.7
25023505202,6.4,1.6,5.6,6.0,3.4,14.0
25023506102,15.7,0.8,5.9,4.5,0.9,7.1
25023506103,24.4,1.1,0.9,2.6,0.0,6.4
25023506104,1.4,1.6,0.8,0.0,0.0,11.9
25023506202,6.6,4.5,1.1,2.3,0.5,3.2
25023506203,7.3,6.2,5.7,1.5,0.0,1.8
25023506205,7.2,6.9,0.5,12.8,0.0,3.4
25023506206,14.2,5.5,0.7,1.2,0.0,3.5
25023507101,6.5,2.2,0.5,8.5,0.3,6.3
25023507103,4.3,5.8,1.2,0.4,0.0,6.0
25023507104,9.5,4.7,8.6,4.9,0.0,5.0
25023508101,3.4,2.7,3.3,5.2,0.2,7.7
25023508102,5.8,4.4,2.2,2.1,0.3,6.6
25023508200,6.2,2.8,3.1,0.7,0.0,6.5
25023509101,5.2,0.7,3.0,1.3,0.3,6.0
25023509102,5.8,2.3,2.4,9.5,1.0,5.0
25023510100,15.9,11.4,6.9,4.0,2.8,49.4
25023510200,14.8,2.2,13.7,7.0,8.1,69.1
25023510300,27.4,9.2,19.9,23.0,22.8,83.9
25023510400,39.5,8.4,35.0,18.9,18.7,91.1
25023510501,15.5,3.9,16.4,12.2,11.5,66.1
25023510503,28.8,9.2,14.0,21.2,7.4,72.0
25023510504,25.5,3.0,14.9,32.7,15.3,77.9
25023510505,25.4,10.8,15.3,25.1,14.7,76.8
25023510600,8.4,7.9,7.6,2.9,2.9,43.1
25023510700,13.6,2.5,16.8,10.3,14.3,56.8
25023510800,28.3,10.9,22.1,16.8,14.0,94.8
25023510900,59.0,23.8,45.9,55.0,29.8,77.8
25023511000,37.7,6.6,27.0,17.8,9.4,82.9
25023511100,10.9,3.0,12.4,5.0,4.1,55.7
25023511200,23.0,6.1,26.3,22.9,16.1,66.6
25023511301,12.4,10.3,17.4,11.2,7.6,78.2
25023511302,25.2,8.9,14.1,6.0,2.7,69.9
25023511400,26.4,7.5,36.1,12.0,13.2,87.4
25023511500,18.4,13.8,24.6,24.7,22.2,92.2
25023511601,13.3,16.8,13.0,26.1,4.5,68.5
25023511602,18.6,2.3,16.5,32.5,4.5,58.6
25023511701,5.8,9.8,12.7,1.8,7.0,52.9
25023511702,3.4,8.2,11.2,2.4,2.6,48.6
25023520100,7.6,4.9,3.9,3.0,1.9,11.7
25023520201,12.1,5.8,8.8,6.4,1.5,23.6
25023520202,14.4,3.8,2.4,2.8,1.3,11.4
25023521101,8.8,4.9,7.4,3.0,2.7,13.0
25023521102,10.7,6.9,4.4,3.5,1.0,11.0
25023521201,11.7,2.2,7.6,6.5,4.0,12.7
25023521202,3.0,4.4,2.1,1.4,0.1,8.0
25023522101,7.4,5.3,4.8,5.1,1.0,10.0
25023522102,4.1,3.3,7.8,2.6,0.0,13.2
25023523100,12.2,5.5,5.6,8.3,0.6,10.7
25023523201,10.7,0.9,5.0,7.7,0.9,10.2
25023523203,2.7,8.2,3.6,4.9,0.3,6.9
25023523204,6.8,4.9,7.0,3.3,1.4,13.0
25023524101,5.6,3.6,2.5,2.2,0.4,5.0
25023524102,11.0,5.2,3.7,2.2,2.3,11.9
25023525101,12.1,3.3,6.1,3.2,0.0,15.6
25023525104,6.0,2.7,1.8,4.3,0.0,7.8
25023525204,1.7,2.6,2.6,0.5,1.0,14.3
25023526100,5.4,1.4,3.7,5.3,0.0,8.9
25023530100,11.4,5.2,6.2,8.0,0.3,10.9
25023530200,26.5,18.1,5.9,18.0,6.0,18.2
25023530300,13.5,5.9,6.3,9.4,2.1,13.6
25023530400,2.2,1.8,3.9,0.0,1.8,8.2
25023530500,17.7,5.6,9.1,4.1,3.4,17.7
25023530600,3.0,2.0,7.3,3.3,0.2,11.9
25023530700,7.6,2.8,1.4,4.4,0.0,1.4
25023530801,7.6,2.3,2.7,2.1,0.0,6.1
25023530802,4.5,8.7,3.0,2.6,0.0,14.1
25023530902,2.2,7.3,5.1,0.7,0.1,9.8
25023530903,9.7,4.1,2.8,1.7,1.3,10.7
25023530904,5.1,10.0,1.9,1.5,0.0,11.6
25023540101,13.7,2.6,5.1,3.0,0.0,9.4
25023540102,7.2,9.0,6.7,2.3,0.0,6.0
25023540103,3.4,4.1,7.4,0.8,0.9,3.7
25023541100,6.6,4.0,3.1,3.2,0.0,2.7
25023542101,8.5,6.1,4.9,2.4,1.3,8.3
25023542102,12.6,4.3,9.0,6.0,0.7,6.8
25023542200,4.0,5.8,5.2,2.4,0.5,13.0
25023542301,21.5,6.5,10.3,10.4,0.2,14.6
25023542302,23.9,1.4,3.0,9.0,1.2,7.2
25023543100,14.7,4.4,7.4,1.5,0.0,3.1
25023544100,12.9,4.2,4.7,2.5,0.0,11.2
25023544200,12.0,3.7,7.3,6.0,0.4,10.0
25023545100,17.8,4.6,6.1,3.2,0.0,21.2
25023545200,9.3,6.8,11.1,7.2,0.3,19.6
25023545300,17.6,13.3,6.3,6.4,0.8,21.1
25023545400,10.6,2.8,8.1,5.7,2.4,9.5
25023560100,3.2,4.0,3.3,1.4,0.0,7.1
25023561100,9.2,5.4,3.8,4.3,3.3,20.4
25023561400,13.9,9.2,3.3,1.4,1.0,17.6
25023980200,30.6,39.6,24.0,11.1,1.0,38.7
25023980300,90.2,6.4,0.0,0.0,0.0,22.9
25023990003,,,,,,
25025000101,17.9,5.0,0.3,19.1,0.5,29.4
25025000102,32.3,3.6,15.2,17.9,8.2,52.3
25025000201,21.0,4.8,9.9,14.5,10.0,37.2
25025000202,28.6,3.0,15.7,12.1,7.1,41.0
25025000301,14.0,1.4,7.2,13.4,2.5,32.8
25025000302,8.5,3.3,5.7,6.6,5.4,38.3
25025000401,26.6,2.9,4.3,44.9,15.9,33.0
25025000402,21.4,4.2,2.5,19.2,6.4,35.0
25025000502,27.1,7.4,0.1,48.7,2.3,33.4
25025000503,18.8,2.9,1.7,45.7,2.1,23.6
25025000505,35.7,7.1,1.1,49.7,4.2,42.7
25025000506,29.0,2.8,1.8,44.2,9.8,35.9
25025000601,12.3,1.9,13.1,16.2,10.4,36.2
25025000603,60.3,4.0,9.2,55.4,19.9,77.6
25025000604,42.0,4.4,3.4,46.1,12.6,48.2
25025000701,29.1,10.3,1.6,58.0,5.8,32.9
25025000703,41.2,9.6,0.0,70.7,3.0,42.4
25025000704,28.8,4.4,5.0,49.8,5.3,45.2
25025000804,16.0,3.0,0.7,31.6,2.3,45.3
25025000805,42.8,5.9,7.4,51.6,5.7,53.0
25025000806,32.0,7.8,0.0,64.1,0.2,44.1
25025000807,75.6,10.6,0.0,,0.5,43.8
25025010103,34.5,17.7,0.0,59.6,1.2,46.9
25025010104,34.7,7.9,3.9,61.7,3.6,39.3
25025010204,39.9,17.0,6.5,47.8,3.8,40.6
25025010205,30.9,3.3,1.2,59.2,5.4,50.7
25025010206,35.7,3.6,1.8,53.8,3.7,51.9
25025010300,21.8,8.3,9.1,63.7,1.6,35.5
25025010403,58.4,6.0,1.2,71.1,7.7,48.1
25025010404,49.2,11.7,7.5,70.5,1.7,44.6
25025010405,48.9,21.2,16.4,63.1,5.3,56.5
25025010408,33.4,4.9,2.4,63.7,1.2,37.9
25025010500,37.1,8.8,1.6,69.5,4.0,52.7
25025010600,20.0,2.9,2.4,44.0,0.9,35.0
25025010701,8.6,2.7,0.0,46.7,0.0,25.5
25025010702,8.5,1.5,0.5,35.6,0.4,23.3
25025010801,11.4,2.5,0.5,51.1,0.4,19.2
25025010802,8.1,5.5,1.1,41.7,0.8,16.0
25025020101,5.7,3.7,0.1,40.3,0.0,8.5
25025020200,14.8,0.6,3.4,71.0,2.1,16.7
25025020301,13.6,2.6,1.4,67.1,3.2,40.4
25025020302,7.5,5.1,1.9,73.6,0.0,13.8
25025020304,15.1,1.9,0.3,43.6,0.5,27.5
25025020305,17.7,5.5,5.7,61.0,2.5,35.4
25025030100,23.3,1.1,6.4,62.4,0.6,17.5
25025030200,11.3,0.7,2.6,49.8,0.6,14.8
25025030301,7.0,9.6,0.0,24.8,0.0,13.0
25025030302,32.2,9.9,3.0,75.3,2.0,33.3
25025030400,13.9,4.8,2.0,54.1,0.4,13.4
25025030500,9.2,3.0,4.2,49.2,3.0,12.4
25025040100,11.5,1.7,3.3,21.3,2.9,18.8
25025040200,26.8,5.1,13.3,23.1,3.2,49.9
25025040300,5.7,1.2,2.9,20.4,0.5,18.8
25025040401,13.4,1.5,4.1,25.7,6.5,25.2
25025040600,8.4,2.2,0.8,10.9,2.8,20.9
25025040801,23.7,4.7,15.9,25.7,9.1,43.4
25025050101,27.3,7.8,36.5,35.7,28.6,70.9
25025050200,28.9,7.9,30.1,39.0,29.7,71.4
25025050300,26.2,5.3,20.3,37.1,17.1,59.4
25025050400,27.5,4.3,24.2,51.8,13.6,52.5
25025050500,19.3,7.8,18.6,22.0,19.4,65.4
25025050600,15.6,2.0,28.3,43.1,33.1,71.4
25025050700,28.6,11.4,29.5,41.5,43.5,77.7
25025050901,29.8,11.2,29.4,31.3,29.3,75.7
25025051000,14.5,4.9,16.3,16.5,17.5,58.5
25025051101,24.7,13.6,17.8,20.3,15.6,62.1
25025051200,11.9,3.6,8.2,26.8,6.7,41.6
25025060101,4.1,3.7,0.3,17.0,0.2,5.2
25025060200,8.7,5.5,1.6,19.9,0.9,6.2
25025060301,16.6,1.1,1.6,18.3,0.5,8.0
25025060400,2.5,0.0,2.3,17.4,0.0,3.0
25025060501,4.5,2.3,3.3,15.1,0.0,20.2
25025060601,8.0,0.0,3.2,37.9,6.9,39.5
25025060602,16.6,3.6,0.0,50.8,0.0,20.0
25025060603,3.2,1.7,0.0,45.3,0.0,16.4
25025060604,4.9,3.2,0.0,39.1,1.6,22.0
25025060700,53.9,31.3,29.6,69.0,30.3,90.0
25025060800,8.5,4.9,3.7,27.0,1.0,16.4
25025061000,39.0,1.4,14.4,41.8,10.5,42.6
25025061101,52.6,11.4,17.1,66.9,18.7,65.6
25025061201,23.4,9.0,0.0,21.2,0.0,17.2
25025061202,,,,,,
25025061203,5.8,1.6,5.1,14.9,2.9,22.4
25025061204,2.9,0.0,0.0,47.2,1.3,9.4
25025070102,34.8,9.8,18.2,51.2,12.4,48.5
25025070103,36.6,6.4,9.6,75.9,10.1,72.5
25025070104,23.5,4.8,1.4,45.0,2.7,35.5
25025070201,31.7,3.4,27.5,72.3,14.0,46.0
25025070202,39.0,5.7,18.5,73.9,24.8,77.2
25025070301,15.1,3.8,5.1,29.9,2.1,27.5
25025070302,23.1,0.0,5.3,53.9,7.6,28.6
25025070402,35.5,2.8,20.4,52.1,24.9,59.2
25025070501,5.0,0.4,3.8,26.1,1.3,22.8
25025070502,54.3,27.9,32.0,38.7,33.7,72.3
25025070600,4.7,3.4,1.6,23.5,0.0,22.8
25025070700,23.8,6.6,6.1,34.2,5.2,51.2
25025070801,36.8,0.0,9.4,41.1,6.3,31.7
25025070802,27.5,2.5,5.6,37.7,5.0,38.1
25025070901,43.1,7.9,10.7,58.7,12.5,81.4
25025070902,24.1,5.2,11.2,32.9,3.9,36.8
25025071101,26.1,6.5,8.7,37.7,6.2,45.6
25025071201,44.1,10.2,24.3,36.2,20.0,61.4
25025080100,41.8,7.0,24.2,43.6,13.9,74.1
25025080300,43.9,21.0,20.8,50.1,7.8,87.1
25025080401,53.8,11.4,24.3,47.1,12.0,92.9
25025080500,37.2,15.8,17.8,51.3,13.1,89.9
25025080601,62.5,21.6,33.7,63.6,8.3,68.6
25025080801,61.3,16.1,36.4,58.7,8.1,78.1
25025080900,43.5,3.1,3.3,45.3,0.7,39.5
25025081001,52.5,2.3,18.3,64.7,19.4,66.3
25025081101,21.7,3.0,9.5,62.3,4.0,48.2
25025081102,34.3,10.9,10.6,49.1,4.8,54.3
25025081200,55.1,16.6,28.0,42.3,16.7,87.4
25025081301,59.6,10.3,35.2,50.0,23.6,87.6
25025081302,60.5,5.4,32.7,58.5,28.5,90.2
25025081400,38.6,11.5,10.8,33.2,1.8,63.6
25025081500,39.4,13.5,25.1,32.0,3.6,84.8
25025081700,41.7,12.7,17.7,49.4,8.8,93.7
25025081800,27.0,9.9,23.1,31.9,7.1,94.6
25025081900,28.8,8.0,15.3,25.2,8.6,92.6
25025082000,35.0,3.0,20.3,34.9,8.2,94.6
25025082100,37.2,10.5,15.7,54.3,12.4,89.1
25025090100,42.9,11.3,16.4,32.1,9.8,93.6
25025090200,33.9,8.2,23.2,38.8,13.7,97.5
25025090300,49.7,8.6,28.1,32.4,26.1,90.8
25025090400,28.7,12.8,14.7,43.0,8.1,96.0
25025090600,24.3,4.6,24.2,35.0,21.9,90.9
25025090700,29.7,4.4,9.0,30.3,9.0,33.3
25025090901,51.1,3.5,13.5,39.6,3.3,74.4
25025091001,24.4,5.6,11.5,32.8,10.1,46.9
25025091100,18.0,4.4,9.3,23.3,7.4,47.9
25025091200,36.9,3.2,13.4,29.4,9.1,67.3
25025091300,46.1,10.4,27.8,40.3,12.0,92.9
25025091400,37.6,9.4,14.3,35.3,9.8,93.4
25025091500,39.5,13.1,15.2,30.2,12.0,79.4
25025091600,33.3,8.0,36.0,23.6,17.5,86.1
25025091700,35.1,8.6,29.6,21.6,12.8,96.9
25025091800,40.6,5.7,20.4,25.9,9.5,93.5
25025091900,42.9,5.6,19.4,23.8,19.5,95.1
25025092000,29.3,7.8,19.1,31.2,15.9,91.8
25025092101,31.8,8.6,33.9,21.6,19.5,73.7
25025092200,14.0,4.8,15.0,29.1,17.9,69.3
25025092300,26.2,7.0,25.1,33.2,14.6,94.9
25025092400,31.0,11.5,22.1,33.7,8.5,99.9
25025100100,39.9,13.3,15.9,39.2,9.4,97.9
25025100200,42.7,18.3,21.0,29.3,10.9,98.9
25025100300,18.8,10.4,13.7,13.0,10.0,97.1
25025100400,27.2,9.4,18.4,32.4,6.2,82.9
25025100500,32.1,7.5,16.3,32.2,13.8,83.7
25025100601,19.8,8.8,11.0,2.8,5.9,67.2
25025100603,8.9,4.5,5.2,7.6,3.0,21.3
25025100700,5.8,2.5,6.9,7.8,2.0,10.4
25025100800,16.7,5.3,6.9,22.4,5.1,45.8
25025100900,11.1,5.0,10.2,18.6,4.5,77.8
25025101001,28.2,10.5,10.8,20.2,10.8,99.3
25025101002,33.2,15.0,14.1,33.8,7.4,95.5
25025101101,18.9,8.0,15.4,20.4,9.7,95.1
25025101102,39.4,17.7,18.3,36.5,15.8,98.5
25025110104,42.2,6.9,24.9,31.2,12.3,77.1
25025110105,10.9,3.5,3.1,17.6,0.2,39.2
25025110106,13.2,2.5,5.9,18.5,3.2,28.6
25025110201,25.2,12.5,16.8,29.5,11.1,82.6
25025110301,8.9,3.3,13.0,10.3,7.4,56.7
25025110401,20.3,6.2,13.8,17.6,11.4,65.0
25025110403,11.2,4.6,5.8,6.8,2.5,45.7
25025110501,7.3,1.5,2.6,2.8,1.9,18.0
25025110502,9.9,3.7,13.0,14.9,10.4,41.4
25025110601,4.4,5.5,4.2,19.3,1.6,16.8
25025110607,5.9,1.8,2.2,6.5,4.5,23.5
25025120103,2.7,0.7,0.8,6.0,0.8,19.1
25025120104,7.2,2.5,2.4,12.3,0.9,31.4
25025120105,12.4,4.9,2.1,6.1,0.8,23.1
25025120201,20.3,1.7,5.5,23.1,5.9,51.4
25025120301,16.1,2.5,7.7,27.0,6.7,54.4
25025120400,7.5,4.6,3.0,22.2,0.4,26.6
25025120500,26.1,2.9,16.9,36.2,5.7,47.9
25025120600,2.8,0.4,3.8,23.0,2.2,32.6
25025120700,13.8,1.8,5.5,19.6,3.9,40.8
25025130101,4.8,3.1,1.4,5.6,2.5,24.1
25025130200,6.9,4.2,3.1,4.9,0.8,22.3
25025130300,5.2,8.0,0.7,4.3,0.4,18.3
25025130402,12.9,3.5,3.9,10.2,4.9,34.0
25025130404,8.5,5.1,10.2,14.8,1.3,37.1
25025130406,29.2,6.2,13.6,26.3,8.1,80.7
25025140102,10.6,6.1,4.5,6.5,4.1,62.9
25025140105,20.3,5.7,15.0,18.4,12.4,65.0
25025140106,38.0,11.7,21.1,22.6,17.6,78.8
25025140107,17.6,3.4,14.4,18.8,15.3,69.5
25025140201,8.2,3.2,9.7,8.3,11.6,53.8
25025140202,14.7,5.1,9.6,4.1,5.8,61.9
25025140300,22.0,15.1,9.6,23.5,7.6,90.0
25025140400,19.2,4.7,20.7,19.1,7.4,92.3
25025160102,34.0,0.9,31.8,28.2,37.4,91.3
25025160103,31.5,16.1,42.2,32.6,40.8,87.0
25025160200,36.0,17.2,42.9,32.3,46.0,91.8
25025160300,31.6,5.0,16.7,31.8,13.6,37.2
25025160400,37.7,6.6,29.9,42.4,29.8,71.9
25025160501,23.9,6.7,37.0,28.4,25.8,85.8
25025160502,45.4,7.1,33.0,28.1,27.0,81.8
25025160601,19.1,11.4,23.1,18.4,20.6,77.7
25025160602,28.7,6.9,29.4,15.9,17.4,71.1
25025170101,10.9,8.4,19.8,25.4,10.9,49.3
25025170102,10.5,11.8,21.4,8.8,14.8,62.9
25025170200,30.8,7.8,17.6,23.2,15.6,35.0
25025170301,13.6,3.6,14.6,5.3,11.0,44.3
25025170302,20.0,0.0,7.5,15.8,14.2,46.6
25025170400,20.5,15.6,21.2,14.4,12.7,41.7
25025170502,31.3,10.8,14.5,23.3,9.5,35.3
25025170503,23.6,1.6,16.7,17.2,4.6,42.5
25025170504,5.8,8.6,14.9,16.1,11.4,52.4
25025170601,17.0,2.1,16.0,9.0,13.4,57.0
25025170701,12.3,2.7,23.8,13.1,23.0,63.5
25025170702,29.2,9.0,23.1,26.1,35.0,84.7
25025170800,22.9,9.3,13.7,26.5,21.1,55.5
25025180101,12.2,8.7,4.1,11.0,3.9,41.0
25025180200,18.1,6.7,4.3,19.3,3.5,29.1
25025180301,10.3,2.5,1.9,11.0,0.0,6.6
25025180400,6.6,3.5,3.5,7.8,1.2,30.5
25025180500,9.6,2.0,2.5,9.7,2.0,23.1
25025980101,81.0,62.6,44.0,,12.6,73.9
25025980300,90.9,28.7,24.2,,8.4,34.5
25025980700,100.0,,0.0,,0.0,0.0
25025980900,16.7,0.0,16.7,80.8,0.0,30.0
25025981000,0.0,0.0,0.0,0.0,0.0,0.0
25025981100,0.0,0.0,23.8,100.0,0.0,58.2
25025981201,,,,,,
25025981202,,0.0,0.0,,0.0,36.7
25025981300,0.0,0.0,0.0,0.0,0.0,39.1
25025981501,,,,,,
25025981502,,,,,,
25025981600,,,,,,
25025981700,,,,,,
25025981800,0.0,0.0,0.0,46.4,0.0,78.3
25025981900,,,,,,
25025990101,,,,,,
25027700100,10.6,3.2,4.5,1.5,0.0,9.8
25027701101,16.9,9.0,5.5,2.4,0.0,15.7
25027701102,25.8,7.2,7.6,8.7,0.5,19.7
25027702201,15.1,5.0,11.4,3.3,0.0,3.4
25027702202,12.4,4.0,8.6,3.6,0.4,5.9
25027703100,20.2,10.4,10.0,10.5,1.0,11.7
25027703200,17.9,6.5,12.9,7.9,0.1,11.8
25027703300,17.7,5.1,8.3,18.1,1.5,10.5
25027704201,8.7,9.4,7.9,2.4,0.0,2.3
25027704202,11.8,3.3,3.3,6.1,0.4,9.9
25027705101,7.0,4.1,4.6,0.0,0.0,5.2
25027705102,14.3,9.1,12.0,1.3,0.0,3.8
