,0,1,Odds Ratio
EP_POV150,0.9684770547983709,1.0023016706857355,0.985244218478448
EP_UNEMP,0.9088794721521873,0.9909149221430276,0.9490111861222084
EP_NOHSDP,0.9788891500127007,1.0613851239382455,1.0193028901205148
EP_LIMENG,0.9922969147197811,1.0663123724567578,1.0286391385303064
EP_MINRTY,0.9835278902984261,0.9982066467433046,0.9908400866705529
EP_NOVEH,1.0087262277664444,1.0252749203978948,1.0169669133637091
