Cluster,Volume,Mean_Res_Time,Time_Variance,Overdue_Rate
0,577.6666666666666,54.104110052956145,1758.4666676821714,0.6719890110744297
1,1118.5,10.484617043433683,1224.6737101504514,0.08837025388370254
2,519.0,1.4498305616354903,59.195002788699256,0.017341040462427744
3,150.25,19.581775981865302,1285.8201660384154,0.21820803197302446
